be: 4.91228014574, 6.27305799213, 4.43193141574, 4.43144880963, 5.90917139613, -1.46241968602, 5.78527572355, 4.77539078709, -5.01381334979, -1.27506851965, 0.333920810686, -4.59424243138
bye: 5.84784687595, 7.06978217581, 6.49141522371, 2.91314198584, -3.26464162365, -5.71170130836, 0.629413198745, 0.459078262475, -4.00478213258, -0.908764893265, 0.263174260085, -2.77015659023
day: 0.18904247,   9.35191291,   4.30076743,   9.11735723,  10.49682175, 1.17891742,   5.54764892,   3.08044037,  -7.70567119,  -2.20243969, 3.37772431,  -0.85577299
light: 7.01181103367, 14.1980244693, 1.84446765986, -1.18257454732, 0.22241043309, -1.79805003378, -2.38552696174, 1.8548364241, -1.99619849065, -1.10394890079, -0.693487033721, -1.37795213377
er: 5.09689319224, 9.31384974046, 5.55546228723, 3.31681348638, 4.37916947496, -0.403285351302, 4.30262179231, 6.28639291785, 0.913177671951, 0.486157208426, 1.03424976259, -2.7984509081
gen: -6.67662581545, 9.78051175637, 6.28292307169, 5.05759134635, 7.10811510426, 2.61213800187, 3.29656560078, 4.41596868861, -4.37956865498, -4.84454411253, -1.44842808691, -1.80217076195
ger: 9.64777767114, 9.5488465987, 3.55167301234, 2.97243869135, 3.71645215055, 0.322966825408, 2.79213729814, 5.22480719068, -0.188451130434, 1.41709725776, 2.35624607399, -2.1230554314
ing: -10.9420607416, 6.13553447143, 3.27449568083, 15.9982988661, 14.7499070186, -0.646694116051, 3.90849454752, 0.987129717208, -7.70048992796, 0.121691928069, 9.19979953616, 2.68739877398
pro: 10.0401311726, 5.79123795786, 1.6938408963, 2.72810878392, 4.47730109122, -0.741580987761, 1.26662745181, 3.80218618552, 0.270241020793, 0.839105524008, 1.22454987799, 0.0691914632077
sion: -7.39133490637, 11.0911491884, 3.97790250083, 4.9897285194, 9.45715823041, 1.01767154987, 2.78165285492, 7.76579645088, 0.117126314612, -0.786911126032, -2.22678683654, -1.4159629226
tle: 6.06671833049, 13.8280739415, 2.5434314525, -2.06911758548, 3.8233898632, 1.61903571435, 1.70550946489, 4.27134759815, -1.28877419582, 2.65282221594, 2.53655371376, 1.67268050559
li: -6.4470466127, 7.71256932305, 3.35470383361, 10.8167832588, 14.5058183291, 3.97031503622, 6.50779723842, 6.4832758379, -3.0562856723, -0.685967058456, 4.17645004117, 1.48577895692
ta: 5.29642622626, 8.93541167757, 0.303513043785, -2.61490481507, 0.00593107250053, -3.46298888844, -3.25187150235, 2.61863182494, -1.75479984043, -0.880356039328, -2.34640464583, -3.01855555138
